day,open,high,low,close,volume
31-01-2019,30.232627868652344,30.232627868652344,30.232627868652344,30.232627868652344,0
01-02-2019,30.54233169555664,30.54233169555664,30.54233169555664,30.54233169555664,200
04-02-2019,30.66985511779785,30.66985511779785,30.66985511779785,30.66985511779785,600
05-02-2019,30.66985511779785,30.66985511779785,30.66985511779785,30.66985511779785,100
06-02-2019,30.66985511779785,30.66985511779785,30.66985511779785,30.66985511779785,0
07-02-2019,30.66985511779785,30.66985511779785,30.66985511779785,30.66985511779785,0
08-02-2019,30.66985511779785,30.66985511779785,30.66985511779785,30.66985511779785,0
11-02-2019,30.606090545654297,30.606090545654297,30.606090545654297,30.606090545654297,100
12-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
13-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
14-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,0
15-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,0
19-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
20-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,0
21-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,0
22-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,0
25-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
26-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
27-02-2019,30.97045135498047,30.97045135498047,30.97045135498047,30.97045135498047,100
28-02-2019,31.635408501467236,31.635408501467236,31.471446990966797,31.471446990966797,500
01-03-2019,31.471446990966797,31.471446990966797,31.471446990966797,31.471446990966797,100
04-03-2019,31.371240615844727,31.371240615844727,31.371240615844727,31.371240615844727,200
05-03-2019,32.11817932128906,32.11817932128906,32.11817932128906,32.11817932128906,300
06-03-2019,32.67382746165345,32.67382746165345,32.6373942748566,32.655609130859375,1400
07-03-2019,32.30036163330078,32.30036163330078,32.30036163330078,32.30036163330078,8000
08-03-2019,32.30036163330078,32.30036163330078,32.30036163330078,32.30036163330078,100
11-03-2019,32.84690146425846,33.366111755371094,32.84690146425846,33.366111755371094,3200
12-03-2019,33.593836413902096,33.593836413902096,33.55739974975586,33.55739974975586,700
13-03-2019,33.57561492919922,33.57561492919922,33.57561492919922,33.57561492919922,500
14-03-2019,33.57561492919922,33.57561492919922,33.57561492919922,33.57561492919922,0
15-03-2019,33.57561492919922,33.57561492919922,33.57561492919922,33.57561492919922,100
18-03-2019,34.614036560058594,34.614036560058594,34.614036560058594,34.614036560058594,200
19-03-2019,34.614036560058594,34.614036560058594,34.614036560058594,34.614036560058594,100
20-03-2019,34.4045295715332,34.4045295715332,34.4045295715332,34.4045295715332,600
21-03-2019,34.50135803222656,34.50135803222656,34.50135803222656,34.50135803222656,0
22-03-2019,34.15424495621502,34.15424495621502,33.67011260986328,33.67011260986328,700
25-03-2019,33.67011260986328,33.67011260986328,33.67011260986328,33.67011260986328,100
26-03-2019,34.181636810302734,34.181636810302734,34.181636810302734,34.181636810302734,100
27-03-2019,34.01722717285156,34.01722717285156,34.01722717285156,34.01722717285156,200
28-03-2019,34.01722717285156,34.01722717285156,34.01722717285156,34.01722717285156,0
29-03-2019,34.50135803222656,34.50135803222656,34.50135803222656,34.50135803222656,300
01-04-2019,34.50135803222656,34.50135803222656,34.50135803222656,34.50135803222656,100
02-04-2019,35.168182373046875,35.232124244050404,35.168182373046875,35.168182373046875,1000
03-04-2019,35.168182373046875,35.168182373046875,35.168182373046875,35.168182373046875,0
04-04-2019,34.70231628417969,34.70231628417969,34.70231628417969,34.70231628417969,35500
05-04-2019,35.168182373046875,35.168182373046875,35.168182373046875,35.168182373046875,200
08-04-2019,34.6201057434082,34.6201057434082,34.6201057434082,34.6201057434082,500
09-04-2019,34.6201057434082,34.6201057434082,34.6201057434082,34.6201057434082,0
10-04-2019,34.58357620239258,34.58357620239258,34.58357620239258,34.58357620239258,100
11-04-2019,34.547027587890625,34.547027587890625,34.547027587890625,34.547027587890625,500
12-04-2019,34.547027587890625,34.547027587890625,34.547027587890625,34.547027587890625,0
15-04-2019,34.547027587890625,34.547027587890625,34.547027587890625,34.547027587890625,0
16-04-2019,34.95809555053711,34.95809555053711,34.95809555053711,34.95809555053711,200
17-04-2019,34.95809555053711,34.95809555053711,34.95809555053711,34.95809555053711,100
18-04-2019,35.33260797016124,35.33260797016124,35.058570861816406,35.058570861816406,500
22-04-2019,34.30039978027344,34.30039978027344,34.30039978027344,34.30039978027344,200
23-04-2019,33.852811276128655,33.852811276128655,33.82540512084961,33.82540512084961,700
24-04-2019,33.82540512084961,33.82540512084961,33.82540512084961,33.82540512084961,100
25-04-2019,33.82540512084961,33.82540512084961,33.82540512084961,33.82540512084961,0
26-04-2019,34.437416076660156,34.437416076660156,34.437416076660156,34.437416076660156,100
29-04-2019,34.437416076660156,34.437416076660156,34.437416076660156,34.437416076660156,0
30-04-2019,34.437416076660156,34.437416076660156,34.437416076660156,34.437416076660156,0
01-05-2019,34.6201057434082,34.6201057434082,34.6201057434082,34.6201057434082,200
02-05-2019,33.98981959187436,34.01722574028178,33.97154998779297,33.97154998779297,35400
03-05-2019,34.37347225457833,34.37347225457833,34.27299118041992,34.27299118041992,300
06-05-2019,34.27299118041992,34.27299118041992,34.27299118041992,34.27299118041992,100
07-05-2019,33.34125518798828,33.34125518798828,33.34125518798828,33.34125518798828,600
08-05-2019,32.9941520690918,32.9941520690918,32.9941520690918,32.9941520690918,100
09-05-2019,32.9941520690918,32.9941520690918,32.9941520690918,32.9941520690918,100
10-05-2019,32.39126968383789,32.39126968383789,32.39126968383789,32.39126968383789,200
13-05-2019,31.971071970880846,31.971071970880846,31.49607276916504,31.49607276916504,800
14-05-2019,31.49607276916504,31.49607276916504,31.49607276916504,31.49607276916504,100
15-05-2019,31.49607276916504,31.49607276916504,31.49607276916504,31.49607276916504,100
16-05-2019,31.49607276916504,31.49607276916504,31.49607276916504,31.49607276916504,0
17-05-2019,31.49607276916504,31.49607276916504,31.49607276916504,31.49607276916504,0
20-05-2019,33.834530902111936,34.346065843608244,33.834530902111936,34.0811653137207,800
21-05-2019,33.59703063964844,33.59703063964844,33.59703063964844,33.59703063964844,200
22-05-2019,33.59703063964844,33.59703063964844,33.59703063964844,33.59703063964844,100
23-05-2019,33.38694315847595,34.053768157958984,33.38694315847595,34.053768157958984,700
24-05-2019,34.63837093484862,34.70231628417969,34.473951485871126,34.70231628417969,700
